[19:05:42] Messen mit P=1 ...[INFO] Mi 02.07.2025 19:05:42 CEST → Läuft noch: N=1843200000, P=1
[INFO] Mi 02.07.2025 23:16:51 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:01 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:11 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:21 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:31 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:41 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:17:51 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:01 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:11 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:21 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:32 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:42 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:18:52 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:02 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:12 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:22 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:32 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:42 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:19:52 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:02 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:12 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:22 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:32 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:42 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:20:52 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:02 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:12 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:22 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:32 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:42 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:21:52 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:22:02 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:22:12 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:22:22 CEST → Läuft noch: N=1843200000, P=15
[INFO] Mi 02.07.2025 23:22:32 CEST → Läuft noch: N=1843200000, P=15
[23:22:37] P=15 done
[23:22:37] Messen mit P=16 ...[INFO] Mi 02.07.2025 23:22:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:22:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:23:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:24:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:25:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:26:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:27:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:28:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:29:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:30:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:31:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:32:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:33:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:34:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:35:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:32 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:42 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:36:52 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:37:02 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:37:12 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:37:22 CEST → Läuft noch: N=1843200000, P=16
[INFO] Mi 02.07.2025 23:37:32 CEST → Läuft noch: N=1843200000, P=16
[23:37:34] P=16 done
[23:37:34] Messen mit P=17 ...[INFO] Mi 02.07.2025 23:37:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:37:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:12 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:22 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:32 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:38:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:12 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:22 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:32 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:39:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:12 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:22 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:32 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:40:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:12 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:22 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:32 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:41:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:12 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:22 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:32 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:42 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:42:52 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:02 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:43:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:44:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:45:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:46:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:47:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:48:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:49:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:50:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:13 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:23 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:33 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:43 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:51:53 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:52:03 CEST → Läuft noch: N=1843200000, P=17
[INFO] Mi 02.07.2025 23:52:13 CEST → Läuft noch: N=1843200000, P=17
[23:52:21] P=17 done
[23:52:21] Messen mit P=18 ...[INFO] Mi 02.07.2025 23:52:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:52:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:52:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:52:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:53:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:54:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:55:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:56:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:57:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:58:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Mi 02.07.2025 23:59:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:00:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:01:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:02:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:03:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:04:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:05:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:13 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:23 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:33 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:43 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:06:53 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:07:03 CEST → Läuft noch: N=1843200000, P=18
[INFO] Do 03.07.2025 00:07:13 CEST → Läuft noch: N=1843200000, P=18
[00:07:22] P=18 done
[00:07:22] Messen mit P=19 ...[INFO] Do 03.07.2025 00:07:23 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:07:33 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:07:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:07:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:08:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:09:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:09:14 CEST → Läuft noch: N=1843200000, P=19
